text,department,section,priority,time_bucket
Routine insulator cleaning required near ALD-MGS tomorrow,trd,ALD-MGS,low,unspecified
"Please plan track patrolling on BPL-ET in the pre-dawn hours today, asap",engg,BPL-ET,critical,early_morning
track circuit fault on the Pandit Deen Dayal Upadhyaya Jn section next monday,engg,ALD-MGS,medium,unspecified
Kindly a 2h signal maintenance on ALD-MGS in the evening,st,ALD-MGS,medium,evening
Priority rail grinding required near Agra Cantt section this weekend overnight,engg,MTJ-AGC,high,night
"Requesting to plan track geometry check on Kanpur to Allahabad in the pre-dawn hours next monday, routine",engg,CNB-ALD,low,early_morning
Requesting to need optical fiber repair on Mathura to Agra this weekend in the evening,st,MTJ-AGC,medium,evening
traction motor check required near CNB-ALD today in the afternoon,trd,CNB-ALD,medium,afternoon
"Kindly schedule a 2 hour axle counter testing today in the morning on the Pandit Deen Dayal Upadhyaya Jn section, as soon as possible",st,ALD-MGS,high,morning
"schedule a 2 hour signal circuit testing tonight during the afternoon on ALD-MGS, important",st,ALD-MGS,high,afternoon
"Can you schedule a 1h power supply inspection on Prayagraj section day after tomorrow in the morning, routine",trd,CNB-ALD,low,morning
"plan signal failure attention on near Agra today, top priority",st,AGC-CNB,critical,unspecified
a 2h circuit breaker testing on Agra to Kanpur during the afternoon,trd,AGC-CNB,medium,afternoon
Critical rail joint repair required near the Prayagraj-Mughalsarai stretch in the afternoon,engg,ALD-MGS,critical,afternoon
"We need to a 2h axle counter testing on Kanpur to Allahabad next saturday, an emergency",st,CNB-ALD,critical,unspecified
OHE snag rectification required near Allahabad to Mughalsarai next friday in the midnight window,trd,ALD-MGS,medium,night
"Kindly plan signal cable inspection on the Agra-Kanpur stretch early morning next thursday, asap",st,AGC-CNB,critical,early_morning
Kindly plan circuit breaker testing on near Agra in a week,trd,AGC-CNB,medium,unspecified
"We need to plan circuit breaker testing on Agra Cantt section in the morning, immediately",trd,MTJ-AGC,critical,morning
Can you schedule plan traction substation check on Ghaziabad section before dawn tomorrow,trd,NDLS-MTJ,medium,early_morning
"Requesting to schedule a 1h sleeper replacement next thursday on Kanpur to Allahabad, whenever convenient",engg,CNB-ALD,low,unspecified
"plan track geometry check on Kanpur Central section in the morning tomorrow, routine",engg,AGC-CNB,low,morning
"We need to schedule a 1h deep screening next thursday late at night on near New Delhi, priority",engg,NDLS-MTJ,high,night
Please a quick block instrument check on MTJ-AGC in a week,st,MTJ-AGC,medium,unspecified
"Kindly a quick OHE inspection on near Bhopal day after tomorrow early morning, whenever convenient",trd,BPL-ET,low,early_morning
Kindly schedule a 2h track inspection tonight in the evening on Itarsi section,engg,BPL-ET,medium,evening
"Please need OHE wire tensioning on NDLS-MTJ next saturday in the morning, non-urgent",trd,NDLS-MTJ,low,morning
Low priority circuit breaker testing required near the Delhi-Mathura corridor day after tomorrow,trd,NDLS-MTJ,low,unspecified
"need ballast renewal on near Mathura tonight in the morning, immediately",engg,MTJ-AGC,critical,morning
"Can you schedule a quick OHE wire tensioning on Bhopal to Itarsi next thursday at night, priority",trd,BPL-ET,high,night
"We need to track tamping on Kanpur Central section tomorrow, routine",engg,AGC-CNB,low,unspecified
"Kindly schedule a 3h sleeper replacement early morning on Prayagraj section, high priority",engg,CNB-ALD,high,early_morning
"Can you schedule a 3h signal failure attention on Kanpur to Allahabad next tuesday in the morning, asap",st,CNB-ALD,critical,morning
Please need bridge inspection on Prayagraj section next wednesday at night,engg,CNB-ALD,medium,night
"OHE inspection on Ghaziabad section late at night , priority a quick in 3 days",trd,NDLS-MTJ,high,night
"Requesting to plan point machine repair on MTJ-AGC during the evening next friday, critical",st,MTJ-AGC,critical,evening
"Kindly need interlocking check on Itarsi section early morning, low priority",st,BPL-ET,low,early_morning
Immediately OHE snag rectification required near Kanpur Central section next thursday late at night,trd,AGC-CNB,critical,night
"Kindly need rail welding repair on near Agra in a week late at night, priority",engg,AGC-CNB,high,night
"Please schedule a 2h ballast renewal tonight in the afternoon on Agra to Kanpur, top priority",engg,AGC-CNB,critical,afternoon
Asap pantograph inspection required near New Delhi to Mathura this weekend during the morning,trd,NDLS-MTJ,critical,morning
"Please schedule track geometry check next monday during the afternoon on ALD-MGS, important",engg,ALD-MGS,high,afternoon
"Kindly need signal cable inspection on New Delhi-Ghaziabad stretch next saturday in the morning, non-urgent",st,NDLS-MTJ,low,morning
plan traction motor check on the Prayagraj-Mughalsarai stretch in the afternoon tonight,trd,ALD-MGS,medium,afternoon
"traction substation check on the Agra-Kanpur stretch during the afternoon , critical a 4h in 3 days",trd,AGC-CNB,critical,afternoon
OHE snag rectification required near the Pandit Deen Dayal Upadhyaya Jn section in 3 days during the evening,trd,ALD-MGS,medium,evening
"Kindly a 2 hour track tamping on Prayagraj section day after tomorrow during the evening, urgent",engg,CNB-ALD,critical,evening
"Can you schedule plan traction transformer check on Agra Cantt section at night next wednesday, asap",trd,MTJ-AGC,critical,night
"rail fracture repair on near Kanpur in the afternoon , urgent a 3h next tuesday",engg,CNB-ALD,critical,afternoon
As soon as possible track circuit fault required near near Mathura next thursday during the evening,engg,MTJ-AGC,high,evening
"sleeper replacement on MTJ-AGC during the morning , priority a 1h next tuesday",engg,MTJ-AGC,high,morning
"Kindly need ballast renewal on New Delhi to Mathura in a week, priority",engg,NDLS-MTJ,high,unspecified
"We need to schedule a 3h formation strengthening next thursday at night on Mathura to Agra, urgent",engg,MTJ-AGC,critical,night
"plan route relay interlocking check on Itarsi section in the evening next friday, low priority",st,BPL-ET,low,evening
"plan power supply inspection on ALD-MGS in the midnight window in 3 days, an emergency",trd,ALD-MGS,critical,night
"Requesting to plan track geometry check on Allahabad to Mughalsarai tomorrow, important",engg,ALD-MGS,high,unspecified
"plan insulator cleaning on the Pandit Deen Dayal Upadhyaya Jn section overnight day after tomorrow, immediately",trd,ALD-MGS,critical,night
"Can you schedule plan relay room maintenance on Kanpur Central section at night next friday, high priority",st,AGC-CNB,high,night
"plan signal circuit testing on Mathura to Agra late at night next wednesday, routine",st,MTJ-AGC,low,night
Kindly schedule a 3h bridge inspection in 3 days in the morning on New Delhi-Ghaziabad stretch,engg,NDLS-MTJ,medium,morning
"Please need track tamping on near Bhopal next monday in the morning, urgent",engg,BPL-ET,critical,morning
Requesting to need signal cable inspection on Ghaziabad section day after tomorrow during the evening,st,NDLS-MTJ,medium,evening
"Requesting to a 4h signal cable inspection on Kanpur to Allahabad day after tomorrow late at night, urgent",st,CNB-ALD,critical,night
"Can you schedule need track patrolling on ALD-MGS next thursday, important",engg,ALD-MGS,high,unspecified
"Requesting to need ballast renewal on Kanpur to Allahabad next wednesday in the morning, asap",engg,CNB-ALD,critical,morning
"We need to a 2h rail welding repair on near Mathura tomorrow in the morning, priority",engg,MTJ-AGC,high,morning
"plan rail grinding on New Delhi to Mathura in the pre-dawn hours this weekend, asap",engg,NDLS-MTJ,critical,early_morning
"We need to a 4h rail joint repair on CNB-ALD day after tomorrow in the morning, as soon as possible",engg,CNB-ALD,high,morning
"a 2 hour track inspection on the Kanpur-Prayagraj stretch next tuesday overnight, important",engg,CNB-ALD,high,night
"Requesting to schedule a 4h ballast renewal today at night on Allahabad to Mughalsarai, priority",engg,ALD-MGS,high,night
"Requesting to need formation strengthening on the Mathura-Agra stretch tonight in the morning, routine",engg,MTJ-AGC,low,morning
"Requesting to need traction transformer check on AGC-CNB tomorrow during the afternoon, whenever convenient",trd,AGC-CNB,low,afternoon
Requesting to need signal cable inspection on BPL-ET next tuesday before dawn,st,BPL-ET,medium,early_morning
"block section telephone repair on NDLS-MTJ early morning , an emergency a 2 hour next monday",st,NDLS-MTJ,critical,early_morning
"We need to a 3h feeder cable maintenance on near Bhopal next monday in the morning, low priority",trd,BPL-ET,low,morning
"Requesting to schedule a 2 hour signal cable inspection in a week late at night on Allahabad to Mughalsarai, as soon as possible",st,ALD-MGS,high,night
"We need to schedule a 4h relay room maintenance next monday on the Delhi-Mathura corridor, whenever convenient",st,NDLS-MTJ,low,unspecified
"Kindly plan rail grinding on the Delhi-Mathura corridor during the evening next thursday, whenever convenient",engg,NDLS-MTJ,low,evening
High priority relay room maintenance required near CNB-ALD next monday,st,CNB-ALD,high,unspecified
"Kindly schedule a 2h broken rail repair tomorrow early morning on near Prayagraj, minor",engg,ALD-MGS,low,early_morning
"signal maintenance on Kanpur Central section early morning , non-urgent tonight",st,AGC-CNB,low,early_morning
Please a quick block section telephone repair on the Agra-Kanpur stretch next friday during the morning,st,AGC-CNB,medium,morning
signal circuit testing required near near Bhopal next saturday at night,st,BPL-ET,medium,night
"We need to schedule a 4h sleeper replacement in a week early morning on ALD-MGS, priority",engg,ALD-MGS,high,early_morning
Kindly plan axle counter testing on the Agra-Kanpur stretch next thursday,st,AGC-CNB,medium,unspecified
"level crossing signal check on Ghaziabad section in a week overnight, minor",st,NDLS-MTJ,low,night
Requesting to schedule a quick rail fracture repair today on near Mathura,engg,MTJ-AGC,medium,unspecified
Routine track circuit fault required near NDLS-MTJ during the morning,engg,NDLS-MTJ,low,morning
"Requesting to schedule rail fracture repair tonight late at night on the Bhopal-Itarsi stretch, routine",engg,BPL-ET,low,night
"Please need deep screening on the Kanpur-Prayagraj stretch overnight, urgent",engg,CNB-ALD,critical,night
"block section telephone repair on New Delhi to Mathura in the afternoon , top priority a quick next friday",st,NDLS-MTJ,critical,afternoon
"overhead line repair on New Delhi-Ghaziabad stretch in the afternoon , top priority a 2h in 3 days",trd,NDLS-MTJ,critical,afternoon
We need to plan OHE snag rectification on New Delhi-Ghaziabad stretch during the evening in a week,trd,NDLS-MTJ,medium,evening
"Kindly plan block section telephone repair on AGC-CNB before dawn next monday, urgent",st,AGC-CNB,critical,early_morning
Low priority track patrolling required near NDLS-MTJ next thursday during the evening,engg,NDLS-MTJ,low,evening
Top priority broken rail repair required near the Kanpur-Prayagraj stretch today before dawn,engg,CNB-ALD,critical,early_morning
"Requesting to plan sleeper replacement on the Bhopal-Itarsi stretch in the afternoon tonight, asap",engg,BPL-ET,critical,afternoon
"Please a 2h OHE wire tensioning on near Kanpur next wednesday late at night, whenever convenient",trd,CNB-ALD,low,night
"Requesting to plan signal cable inspection on ALD-MGS in the morning next saturday, critical",st,ALD-MGS,critical,morning
"Kindly schedule a 4h signal failure attention day after tomorrow in the pre-dawn hours on Kanpur Central section, urgent",st,AGC-CNB,critical,early_morning
"track tamping on Kanpur to Allahabad in the afternoon , high priority a 2 hour in 3 days",engg,CNB-ALD,high,afternoon
level crossing signal check on Kanpur Central section a 2 hour,st,AGC-CNB,medium,unspecified
"Please a 4h traction motor check on Ghaziabad section this weekend during the evening, critical",trd,NDLS-MTJ,critical,evening
"We need to signal maintenance on BPL-ET today before dawn, minor",st,BPL-ET,low,early_morning
